cod_ibge;txt_modalidade;ano;qtd_uh_entregues;val_desembolsado
110012;Rural;2011;84,0;0,0006127748976276858
110012;FAR;2012;593,0;0,013657472667137903
110012;Rural;2012;70,0;0,0007547238163666388
110012;FAR;2013;0,0;0,057521391202883944
110012;FAR;2014;1400,0;0,034305569143715825
110012;Rural;2014;87,0;0,0010008501662991665
110012;Rural;2018;132,0;0,001393557766361583
110013;Oferta P̼blica;2011;9,0;0,001479164457639699
110013;Rural;2012;4,0;0,0002832291522101787
110013;Oferta P̼blica;2013;0,0;0,002836196421098276
110013;Rural;2013;84,0;0,006458964649647807
110014;Rural;2010;22,0;0,0015202906980092254
110014;Rural;2011;56,0;0,0035557060616322384
110014;Rural;2012;114,0;0,013195544073117205
110014;Oferta P̼blica;2013;0,0;0,003820293398533007
110014;Rural;2013;122,0;0,016130850196812846
110015;Rural;2012;40,0;0,0018939752646830433
110015;Entidades;2013;0,0;0,020143649879682198
110015;Oferta P̼blica;2013;0,0;0,00023587321612456263
110015;Rural;2013;150,0;0,008221866390627611
110015;Rural;2014;48,0;0,002437018713773484
110015;Rural;2015;46,0;0,0022162546402337887
110015;Rural;2016;98,0;0,004421961944591708
110018;Oferta P̼blica;2010;46,0;0,0017335290702619151
110018;Rural;2011;43,0;0,0010701273534506216
110018;Rural;2012;42,0;0,001526757516009143
110018;Oferta P̼blica;2013;50,0;0,0016544414473318493
110018;Rural;2013;25,0;0,001009209282872428
110018;FAR;2014;100,0;0,007096546994062714
110020;FAR;2010;676,0;0,004210434874261917
110020;FAR;2012;4000,0;0,017545211933929317
110020;Rural;2012;79,0;0,0001383148452698996
110020;FAR;2013;7293,0;0,04171267775851139
110020;Rural;2013;50,0;0,0001303451445407992
110020;Rural;2014;46,0;0,00010966912753870742
110020;Rural;2015;4,0;8,732779245648213e-06
110025;Oferta P̼blica;2011;49,0;0,003761925671629875
110025;Rural;2011;45,0;0,002694503213444573
110025;Oferta P̼blica;2012;0,0;0,0032971692858349295
110025;Rural;2012;104,0;0,009343476995281545
110025;Rural;2015;55,0;0,004668774457141903
110025;Rural;2018;28,0;0,0024476752101231718
110028;Rural;2010;15,0;0,0003583669932849989
110028;Rural;2011;96,0;0,0019039937591315674
110028;FAR;2012;400,0;0,025060196629213483
110028;Rural;2012;123,0;0,0036369012418687166
110028;FAR;2013;370,0;0,025170366994964846
110028;Rural;2013;201,0;0,006619774125381038
110028;Rural;2015;17,0;0,0004790280857354028
110028;FAR;2024;0,0;
110029;Oferta P̼blica;2010;30,0;0,003946649395859054
110029;Rural;2012;35,0;0,00714583214236131
110029;Oferta P̼blica;2013;0,0;0,0008952587098725152
110029;Rural;2015;48,0;0,010768744161413471
110030;FAR;2010;300,0;0,008066336845203834
110030;Rural;2010;14,0;0,00014510909785673862
110030;Rural;2011;11,0;0,00011062859165779962
110030;FAR;2012;200,0;0,005816651434724379
110030;Rural;2012;29,0;0,00040323118884790453
110030;FAR;2013;436,0;0,013005123004302727
110030;Rural;2013;27,0;0,0004093929202615939
110030;FAR;2014;300,0;0,010224145132321848
110030;FAR;2024;0,0;
110032;Oferta P̼blica;2010;23,0;0,0014447909860821756
110032;Rural;2010;10,0;0,0004622838052737337
110032;Rural;2011;77,0;0,0037105930202299604
110032;Oferta P̼blica;2012;28,0;0,003571075634932756
110032;Rural;2012;121,0;0,009058703392596719
110032;Rural;2013;67,0;0,005140681018087646
110032;Rural;2015;7,0;0,0004702146028613715
110033;Rural;2010;6,0;0,0004120294280573728
110033;Rural;2011;9,0;0,0005413664088158512
110033;Oferta P̼blica;2012;0,0;0,0006345063450634506
110033;Rural;2013;46,0;0,0045504375295956825
110033;FNHIS;2024;0,0;
110034;Oferta P̼blica;2010;27,0;0,0024027780370778334
110034;Rural;2010;34,0;0,002539066146407035
110034;Rural;2011;83,0;0,005705316942958287
110034;Rural;2012;45,0;0,006099974515662024
110034;Oferta P̼blica;2013;0,0;0,004708639830907512
110034;Rural;2013;70,0;0,011169940043319487
110034;Rural;2015;33,0;0,004564812169204185
110034;Rural;2018;48,0;0,006857142857142857
110037;Rural;2011;51,0;0,004510247547737138
110037;Rural;2012;68,0;0,008198104791068889
110037;Oferta P̼blica;2013;0,0;0,0006140494514491567
110037;Rural;2013;26,0;0,004328366355548278
110040;Rural;2012;23,0;0,0027925364001049023
110040;Oferta P̼blica;2013;0,0;0,0005255437626130504
110040;Rural;2014;34,0;0,004450529170922637
110045;Rural;2010;6,0;0,00026764605296418004
110045;Rural;2011;31,0;0,0012209467194605778
110045;Rural;2012;29,0;0,0017954210571934474
110045;Oferta P̼blica;2013;0,0;0,00041229227487087354
110045;Rural;2014;29,0;0,0018583455367141425
110045;Rural;2015;28,0;0,0016438472184526663
110050;Rural;2011;77,0;0,009162485373738176
110050;Rural;2012;41,0;0,00977372631659245
110050;Rural;2013;143,0;0,03835971855760774
110050;Rural;2018;30,0;0,006615015724217705
110060;Rural;2010;7,0;0,001095161731920053
110060;Rural;2011;16,0;0,0022786072013481757
110060;Oferta P̼blica;2012;0,0;0,0011158008419474995
110060;Rural;2012;4,0;0,0011020255229111106
110060;Rural;2013;50,0;0,01540232903414772
110060;FNHIS;2024;0,0;
110070;Oferta P̼blica;2010;20,0;0,0031301893058784456
110070;Rural;2013;25,0;0,004203232492503087
110070;Rural;2016;0,0;0,0
110070;FNHIS;2024;0,0;
110080;Oferta P̼blica;2010;26,0;0,0016853465077675729
110080;Oferta P̼blica;2013;0,0;0,0005350263946354687
110080;Rural;2013;0,0;0,005064113996290484
110080;Rural;2014;0,0;0,0012676826344853221
110080;Rural;2015;10,0;0,0007849403655708225
110090;Oferta P̼blica;2010;26,0;0,009635416666666667
110090;Rural;2011;13,0;0,0034994055496982883
110090;Rural;2012;75,0;0,04000597422548434
110090;Rural;2013;36,0;0,020614685616656966
110092;Oferta P̼blica;2012;38,0;0,004163963926262267
110092;Rural;2013;29,0;0,003925092635736316
110094;Oferta P̼blica;2010;23,0;0,0018119285693898714
110094;Rural;2011;13,0;0,00071301247771836
110094;Rural;2012;25,0;0,002828015909286299
110094;Oferta P̼blica;2013;0,0;0,002949166007952717
110094;Rural;2015;46,0;0,004871003468376668
110100;Rural;2010;8,0;0,0008638531449653558
110100;Rural;2011;34,0;0,003634646735499274
110100;Oferta P̼blica;2012;0,0;0,0075799048300838005
110100;Rural;2012;30,0;0,006316587358403167
110100;Rural;2018;12,0;0,002460628266971444
110110;Oferta P̼blica;2010;16,0;0,0040996802293527404
110110;Oferta P̼blica;2012;9,0;0,007199100990315356
110120;Oferta P̼blica;2010;25,0;0,0038468482927416442
110120;Rural;2010;16,0;0,0019259318701600932
110120;Rural;2011;97,0;0,00995884703245181
110120;Rural;2012;110,0;0,02203402052769476
110120;Oferta P̼blica;2013;39,0;0,006648890828622281
110120;Rural;2013;71,0;0,014767357014750309
110120;Rural;2016;5,0;0,0008201606565504729
110130;Rural;2010;20,0;0,002089336548590133
110130;Rural;2011;6,0;0,0006026214031035002
110130;Rural;2012;19,0;0,003636168779472105
110130;Oferta P̼blica;2013;0,0;0,0008363255201944736
110130;Rural;2015;20,0;0,00342683152909717
110140;Rural;2011;6,0;0,0004084550188910446
110140;Oferta P̼blica;2012;0,0;0,0049616847676277635
110143;Rural;2011;10,0;0,0015779092702169625
110143;Rural;2012;29,0;0,00852800715176324
110143;Rural;2013;33,0;0,011596690939257075
110143;Rural;2014;21,0;0,006822902796271638
110143;Rural;2015;11,0;0,0032522295463357893
110143;Rural;2016;11,0;0,0034601897689768976
110143;Rural;2018;12,0;0,003626485232311389
110145;Oferta P̼blica;2010;28,0;0,0077501700476133315
110145;Rural;2010;8,0;0,0019205377505701596
110145;Rural;2011;5,0;0,001070912238742035
110145;Oferta P̼blica;2012;10,0;0,011380633413539702
110145;Rural;2013;62,0;0,026597465434547166
110145;Rural;2018;8,0;0,0027408544576328305
110146;Oferta P̼blica;2010;20,0;0,008604948415959098
110146;Oferta P̼blica;2013;32,0;0,01261845900288422
110147;Rural;2011;48,0;0,015038379196908777
110147;Oferta P̼blica;2013;39,0;0,02090011942925388
110148;Rural;2011;50,0;0,009737730459620878
110148;Rural;2012;72,0;0,026500596263415926
110148;Oferta P̼blica;2013;0,0;0,012389517973625504
110148;Rural;2015;24,0;0,009338044878745743
110149;Oferta P̼blica;2010;28,0;0,002231438281205
110149;Rural;2011;44,0;0,0026280947308691626
110149;Oferta P̼blica;2012;19,0;0,00424756465488257
110149;Rural;2012;64,0;0,007172668546503548
110149;Rural;2014;23,0;0,002631095308286356
110150;Oferta P̼blica;2010;24,0;0,0032588398802875147
110150;Rural;2011;33,0;0,0029478981337422673
110150;Oferta P̼blica;2012;12,0;0,006552525893045867
110150;Rural;2012;18,0;0,0031705770450221942
110150;Rural;2013;34,0;0,00656582604676489
110150;Rural;2014;38,0;0,006951024961316557
110155;Oferta P̼blica;2012;0,0;0,0017778971822305103
110155;Rural;2012;12,0;0,004741059152614694
110155;Rural;2013;50,0;0,022532172987987768
110155;Rural;2015;5,0;0,0019220104859850777
110160;Rural;2010;6,0;0,0006822381200549581
110160;Oferta P̼blica;2011;13,0;0,0035263783452189248
110160;Rural;2011;26,0;0,0029905682079595123
110160;Rural;2013;50,0;0,011910154480561066
110160;Rural;2014;33,0;0,007338840805850656
110160;Rural;2015;18,0;0,003571033648373521
110160;Rural;2018;16,0;0,00305084215955446
110170;Rural;2011;68,0;0,006284416034502676
110170;Rural;2012;71,0;0,013779879047596868
110170;Oferta P̼blica;2013;0,0;0,0007471955261252765
110170;Rural;2014;66,0;0,01174027913053114
110175;Rural;2012;33,0;0,0078125
110175;Oferta P̼blica;2013;0,0;0,0011278082425238845
110175;Rural;2014;29,0;0,008340090897090162
110180;Oferta P̼blica;2010;27,0;0,004325420386946439
110180;Rural;2012;24,0;0,006254756220876291
110180;Oferta P̼blica;2013;40,0;0,009247785155455268
110180;Rural;2013;46,0;0,012974642573103741
110180;Rural;2015;19,0;0,004647153167602246
120001;Rural;2014;8,0;0,0009759553848966904
120001;Rural;2018;0,0;0,0034921481563416003
120010;Rural;2014;0,0;0,0002640994728922289
120013;Rural;2013;7,0;0,0017760585641793528
120017;Rural;2014;64,0;0,027102722265826776
120020;Rural;2013;127,0;0,003990301716670929
120030;Rural;2013;99,0;0,011295732083846363
120030;Rural;2014;60,0;0,009273912336875571
120034;Rural;2013;21,0;0,00800444899897523
120034;FNHIS;2024;0,0;
120038;Rural;2013;93,0;0,014206864773085841
120038;Rural;2014;24,0;0,004671400724032303
120038;Rural;2018;44,0;0,006140447874445685
120040;FAR;2009;1587,0;0,015131804784515647
120040;FAR;2010;150,0;0,0013168073184335635
120040;FAR;2011;423,0;0,0037763135428926817
120040;FAR;2012;621,0;0,005102966378598348
120040;FAR;2013;3348,0;0,030364956656409963
120040;Rural;2013;63,0;0,00028225885230010486
120040;FAR;2014;0,0;0,0
120040;Rural;2015;31,0;6,795853132607313e-05
120040;FAR;2024;0,0;
120043;FNHIS;2024;0,0;
120045;Rural;2013;14,0;0,0014681712843576148
120045;Rural;2014;25,0;0,002341263629468823
120045;Rural;2018;32,0;0,003155648481451943
120050;Rural;2012;20,0;0,0018223111987556607
120050;Rural;2013;92,0;0,006573090603704546
120050;Rural;2014;11,0;0,0007007379156649909
120060;Rural;2013;119,0;0,0182811532546495
120060;Rural;2014;85,0;0,008268952152417951
120060;Rural;2015;29,0;0,002352416463214206
120070;FAR;2024;0,0;
120080;Rural;2013;43,0;0,0076020612222421876
130002;Oferta P̼blica;2010;0,0;0,004967017904566093
130002;Oferta P̼blica;2013;15,0;0,009628610729023384
130006;Oferta P̼blica;2010;30,0;0,010557375274085705
130006;Oferta P̼blica;2013;39,0;0,016496550341624765
130008;Oferta P̼blica;2010;11,0;0,004257122493402423
130008;Oferta P̼blica;2013;0,0;0,0017775249742258878
130010;Oferta P̼blica;2010;0,0;0,0018160933813485658
130010;Oferta P̼blica;2013;0,0;0,00424067538848486
130014;Oferta P̼blica;2010;0,0;0,0010074819648290246
130014;Oferta P̼blica;2013;0,0;0,0034207959051806053
130020;Oferta P̼blica;2011;0,0;0,0013843988894382535
130020;Oferta P̼blica;2013;29,0;0,009165160899491346
130030;FAR;2010;400,0;0,1007849597829247
130030;Oferta P̼blica;2010;51,0;0,005519914720418646
130030;Oferta P̼blica;2013;15,0;0,0037128525315592467
130040;Oferta P̼blica;2011;27,0;0,007377092371735197
130040;Oferta P̼blica;2013;0,0;0,008214625941472419
130050;Oferta P̼blica;2010;0,0;0,0022782943305391457
130050;Rural;2012;0,0;0,01578907440304971
130050;Oferta P̼blica;2013;0,0;0,004682764887131406
130050;Rural;2013;0,0;0,0061309955888100955
130050;Rural;2014;0,0;0,027092225219534666
130050;Rural;2015;0,0;0,010559379804690428
130060;Oferta P̼blica;2010;0,0;0,0023800322296031093
130060;Oferta P̼blica;2013;49,0;0,004748217835572382
130063;Oferta P̼blica;2010;27,0;0,004742730515619933
130063;Oferta P̼blica;2012;0,0;0,007118483198119817
130068;Oferta P̼blica;2011;8,0;0,002713250325218361
130068;Entidades;2013;150,0;0,07349926500734992
130068;Oferta P̼blica;2013;40,0;0,00964990350096499
130068;Rural;2013;0,0;0,07416320586794133
130070;Oferta P̼blica;2010;0,0;0,0018645194846236396
130070;Oferta P̼blica;2012;0,0;0,00089690603294874
130080;Oferta P̼blica;2010;26,0;0,004221501034932154
130080;Oferta P̼blica;2013;11,0;0,00487853402698115
130083;Oferta P̼blica;2011;7,0;0,0018831550743895267
130083;Oferta P̼blica;2013;24,0;0,005391271531390678
130083;Rural;2014;0,0;0,010368748277235001
130090;Oferta P̼blica;2010;18,0;0,005842814916791513
130090;Oferta P̼blica;2013;0,0;0,009947560391516327
130100;Oferta P̼blica;2010;46,0;0,00655065267508115
130100;Oferta P̼blica;2013;50,0;0,005827886202362858
130100;Rural;2013;50,0;0,007110021166882687
130110;FAR;2012;300,0;0,09322693716651602
130110;Oferta P̼blica;2013;8,0;0,001902715142258594
130115;Oferta P̼blica;2010;0,0;0,0018806209878578684
130120;FAR;2012;540,0;0,009317622485094325
130130;Oferta P̼blica;2011;18,0;0,0005801125517514937
130130;Oferta P̼blica;2013;0,0;0,001965177262035822
130140;Oferta P̼blica;2010;0,0;0,001865895359639471
130140;Oferta P̼blica;2013;0,0;0,003305595712421988
130150;Oferta P̼blica;2010;1,0;0,002375505649323476
130150;Oferta P̼blica;2013;0,0;0,007701720906749275
130160;Oferta P̼blica;2010;30,0;0,004076853923187891
130160;Oferta P̼blica;2013;50,0;0,008481796180552937
130165;Oferta P̼blica;2010;5,0;0,0029953917050691246
130170;Oferta P̼blica;2010;6,0;0,0016768558951965066
130170;FAR;2012;500,0;0,07846209818424175
130170;Oferta P̼blica;2012;0,0;0,0035762472162166555
130180;Oferta P̼blica;2010;0,0;0,0016797312430011197
130180;Oferta P̼blica;2013;0,0;0,009485843841930708
130185;FAR;2013;330,0;0,04207854650365773
130185;Rural;2014;0,0;0,005352730349194479
130185;FAR;2024;0,0;
130190;FAR;2010;500,0;0,023182405650883846
130190;FAR;2012;966,0;0,04509975648310335
130195;Oferta P̼blica;2010;0,0;0,0025404210771199256
130195;Oferta P̼blica;2013;0,0;0,01165104109887714
130200;Oferta P̼blica;2010;0,0;0,0013787806751270892
130200;FAR;2012;250,0;0,14985622775640592
130200;Oferta P̼blica;2013;0,0;0,005807875479149727
130210;Oferta P̼blica;2010;18,0;0,008616139920220927
130210;Oferta P̼blica;2013;0,0;0,008953276163190015
130220;Oferta P̼blica;2010;0,0;0,002320142778017109
130230;Oferta P̼blica;2010;28,0;0,004316675023678199
130230;Oferta P̼blica;2013;38,0;0,005478988426157107
130230;Rural;2014;0,0;0,048605362325203606
130240;Oferta P̼blica;2013;0,0;0,0019701224365423564
130240;Rural;2013;20,0;0,0016022222981084196
130240;FNHIS;2024;0,0;
130250;FAR;2010;1000,0;0,06721098480168046
130250;FAR;2013;667,0;0,03362307905578289
130255;Oferta P̼blica;2012;0,0;0,007145579268292683
130260;FAR;2010;3511,0;0,003914488191779512
130260;FAR;2011;5384,0;0,004909898747745308
130260;Entidades;2012;0,0;0,0006672566428855153
130260;FAR;2013;2784,0;0,0028290802186261904
130260;Rural;2013;0,0;4,30049482793822e-05
130260;Entidades;2014;0,0;7,774959049313387e-05
130260;Rural;2014;0,0;1,2893269948925594e-05
130260;FAR;2018;1000,0;0,0010547985661538413
130260;FAR;2024;0,0;
130260;FAR;2025;0,0;
130270;Oferta P̼blica;2010;0,0;0,0010689998011533107
130270;Oferta P̼blica;2013;13,0;0,0024379598453672527
130270;Rural;2013;0,0;0,011030053622646216
130280;Oferta P̼blica;2010;0,0;0,0016786054662280567
130280;Oferta P̼blica;2013;40,0;0,009289843104872006
130290;Oferta P̼blica;2010;0,0;0,0010603399715033632
130290;FAR;2012;500,0;0,08792757297717267
130300;Oferta P̼blica;2011;27,0;0,0041573007670382125
130300;Oferta P̼blica;2013;0,0;0,0011632415664986429
130300;Rural;2013;0,0;0,049150058162078326
130310;Oferta P̼blica;2010;30,0;0,005485202546701182
130310;Oferta P̼blica;2013;13,0;0,005138298613530272
130320;FAR;2010;340,0;0,18132671370148687
130330;Oferta P̼blica;2010;1,0;0,00391245325546847
130330;Oferta P̼blica;2012;47,0;0,01133771329500867
130340;FAR;2012;0,0;0,05573448001951059
130350;Oferta P̼blica;2013;0,0;0,00832993965421495
130353;FAR;2012;180,0;0,01889693382009306
130353;Entidades;2013;0,0;0,057789010973488576
130353;Rural;2013;0,0;0,010975525339840244
130353;Rural;2014;0,0;0,00427835539536652
130356;FAR;2011;500,0;0,0991430896559937
130356;Rural;2014;0,0;0,016148807485636175
130360;Oferta P̼blica;2010;24,0;0,005488252569750367
130360;Oferta P̼blica;2013;26,0;0,009212586397830985
130370;Oferta P̼blica;2010;56,0;0,010730410414246536
130370;Oferta P̼blica;2013;50,0;0,00989816765120441
130370;Rural;2015;44,0;0,008976048264652965
130380;Oferta P̼blica;2010;10,0;0,002460281825283086
130380;Oferta P̼blica;2013;0,0;0,002598668557727401
130380;FAR;2025;0,0;
130390;Oferta P̼blica;2010;23,0;0,005011067331625015
130390;Oferta P̼blica;2013;0,0;0,006510039928244893
130395;Oferta P̼blica;2011;6,0;0,002817308386910352
130395;Oferta P̼blica;2013;0,0;0,010322746595185877
130400;FAR;2010;150,0;0,12094273309902832
130400;Oferta P̼blica;2013;39,0;0,011289304054617593
130406;Oferta P̼blica;2010;24,0;0,0025105661427884496
130406;FAR;2012;0,0;0,08593766917402416
130410;Oferta P̼blica;2013;0,0;0,005455653564360329
130420;FAR;2013;0,0;0,05098120055030005
130420;FAR;2025;0,0;
130423;Oferta P̼blica;2010;59,0;0,01611664077305243
130423;Oferta P̼blica;2013;37,0;0,009033695684904695
130426;Oferta P̼blica;2010;0,0;0,0032765182856197253
130426;Oferta P̼blica;2013;28,0;0,008058283538481838
130430;Oferta P̼blica;2010;0,0;0,00118506175259753
130430;Oferta P̼blica;2013;31,0;0,0026889367788096195
130440;Oferta P̼blica;2011;3,0;0,0020082859349764763
130440;Oferta P̼blica;2013;40,0;0,009054517727792604
140002;Oferta P̼blica;2012;0,0;0,008286815076719094
140005;Oferta P̼blica;2013;13,0;0,005105302900859289
140005;Rural;2013;31,0;0,005211405012429104
140005;Rural;2015;0,0;3,406334718958973e-05
140005;Rural;2018;50,0;0,006533031076522143
140005;FNHIS;2024;0,0;
140010;FAR;2009;1000,0;0,009566115414902043
140010;FAR;2010;674,0;0,00697519415387402
140010;FAR;2012;1217,0;0,01194604063987706
140010;FAR;2013;3539,0;0,03272231513604679
140010;Rural;2013;50,0;0,00022742941970302341
140010;Entidades;2014;200,0;0,002037354920174698
140010;FAR;2024;0,0;
140015;Oferta P̼blica;2010;30,0;0,00359221870164321
140015;Oferta P̼blica;2013;0,0;0,0034869776051307455
140015;Rural;2014;50,0;0,0065791957202871116
140015;FNHIS;2024;0,0;
140017;Oferta P̼blica;2013;0,0;0,0048794269710155215
140017;Rural;2014;29,0;0,004408415113711691
140017;Rural;2016;50,0;0,007416233039926081
140017;Rural;2018;75,0;0,010224225268176401
140020;Oferta P̼blica;2012;37,0;0,004462900593104875
140020;Rural;2013;50,0;0,005897320876129192
140023;Oferta P̼blica;2012;0,0;0,009261546060755741
140028;Oferta P̼blica;2010;25,0;0,00456457085959097
140028;Oferta P̼blica;2013;40,0;0,008764625969586748
140030;Oferta P̼blica;2011;30,0;0,002079567449970406
140030;Rural;2012;22,0;0,003108574012321257
140030;Oferta P̼blica;2013;40,0;0,004774659924846852
140040;Rural;2012;77,0;0,01686780946006762
140040;Oferta P̼blica;2013;0,0;0,00874822605416124
140045;Rural;2012;99,0;0,021383982736506397
140045;Oferta P̼blica;2013;0,0;0,0049114227294921875
140047;Oferta P̼blica;2010;57,0;0,003955852815107779
140047;Oferta P̼blica;2012;0,0;0,003646275613060473
140047;Rural;2013;48,0;0,003479423364007041
140050;Oferta P̼blica;2013;0,0;0,008128620931142054
140060;Oferta P̼blica;2010;0,0;0,005878806150135665
140060;Oferta P̼blica;2011;0,0;0,005187089909558433
140060;Oferta P̼blica;2013;0,0;0,007044332331472735
140070;Oferta P̼blica;2013;0,0;0,00644108553761594
150010;FAR;2010;1058,0;0,07568310652919785
150010;FAR;2012;222,0;0,016920644781737555
150010;Rural;2012;100,0;0,003132624023717723
150010;Rural;2013;200,0;0,006842953104457118
150010;FAR;2014;0,0;0,04474903909767462
150010;Rural;2016;100,0;0,0026912361958834913
150010;Rural;2018;186,0;0,0048160722509881385
150010;RURAL;2025;0,0;
150013;Oferta P̼blica;2010;59,0;0,014528256124181422
150013;Oferta P̼blica;2013;39,0;0,017000156323276536
150013;Rural;2018;11,0;0,004898644537999173
150020;FAR;2013;0,0;0,006788797054676413
150020;Rural;2013;100,0;0,0031837305061041578
150020;Rural;2016;0,0;0,0020013898901644683
150020;Rural;2018;132,0;0,011073663277721368
150030;Oferta P̼blica;2013;0,0;0,0007150647944045703
150034;Oferta P̼blica;2011;55,0;0,0042963281492630016
150034;Oferta P̼blica;2013;50,0;0,004347221256173054
150040;FAR;2010;495,0;0,053347366042679506
150040;FAR;2013;403,0;0,043103808399118815
150050;Oferta P̼blica;2010;120,0;0,003328323513045468
150050;Oferta P̼blica;2013;24,0;0,0026048650526028865
150050;FNHIS;2024;0,0;
150060;FAR;2010;958,0;0,04498415521932365
150060;FAR;2013;0,0;0,008535370337271994
150060;FAR;2024;0,0;
150070;Oferta P̼blica;2013;0,0;0,0009725292893404306
150080;FAR;2009;224,0;0,0027178479272592904
150080;FAR;2010;1107,0;0,011466047338467162
150080;FAR;2011;996,0;0,011395141226555175
150080;FAR;2012;480,0;0,005376413609489322
150080;FAR;2013;2048,0;0,043366086265791644
150080;FAR;2014;2948,0;0,03165315668882886
150080;FAR;2017;976,0;0,011184940713648117
150080;FAR;2018;496,0;0,0052745189028628485
150080;FAR;2024;0,0;
150085;Oferta P̼blica;2013;100,0;0,011912476651545763
150090;Oferta P̼blica;2010;0,0;0,002124403636690971
150090;Oferta P̼blica;2012;5,0;0,0041717791411042945
150090;Rural;2018;59,0;0,007063626282682438
150095;Oferta P̼blica;2013;40,0;0,005312205931457366
150095;RURAL;2025;0,0;
150110;Oferta P̼blica;2013;50,0;0,00884461080174628
150110;FNHIS;2024;0,0;
150120;Oferta P̼blica;2011;29,0;0,004656229701876505
150120;Oferta P̼blica;2012;10,0;0,0032605111497177506
150120;Rural;2013;50,0;0,005895063995268486
150120;Rural;2016;0,0;0,002587165874398417
150120;Rural;2017;0,0;0,00426746729483027
150125;Oferta P̼blica;2010;0,0;0,006839105655414292
150125;Oferta P̼blica;2013;38,0;0,01899984430345257
150130;FAR;2010;715,0;0,01267838744134881
150130;FAR;2012;0,0;0,0036148170972698534
150130;Rural;2012;198,0;0,002467045013354439
150130;Rural;2013;598,0;0,006859417850206772
150130;Rural;2014;0,0;0,0005470172188722221
150130;Rural;2015;0,0;0,00021387338150427414
150130;Rural;2016;298,0;0,0019647323414906837
150130;Rural;2018;272,0;0,002665490978664408
150140;Entidades;2013;0,0;6,06305792274712e-05
150140;FAR;2013;1254,0;0,007917156160261549
150140;FAR;2014;4864,0;0,010464962610180439
150140;Rural;2014;98,0;0,00010419176471638088
150140;FAR;2018;960,0;0,0025388979548192857
150140;Rural;2018;41,0;4,766946325823545e-05
150140;FAR;2024;0,0;
150145;Oferta P̼blica;2013;0,0;0,0002792963222260289
150145;FAR;2024;0,0;
150150;FAR;2009;712,0;0,054978886389977645
150150;FAR;2013;531,0;0,03569928479445055
150150;FAR;2025;0,0;
150157;Oferta P̼blica;2010;49,0;0,007335667234787416
150157;Oferta P̼blica;2013;27,0;0,007276135218378246
150157;Rural;2018;14,0;0,002911661419917946
150160;Oferta P̼blica;2011;13,0;0,006700054634857039
150160;Rural;2013;50,0;0,019175877374979566
